gene_id	mean	pc1	bias_aware	gene_uncertainty
ENSG00000000003	0.7124157677913446	6.456584412403184	0.7124157677913446	1.0828387162825932
ENSG00000000005	0.09638008922259722	0.5869769036562678	0.09638008922259722	0.1632962146971175
ENSG00000000419	0.16677477557433876	2.343706887281543	0.16677477557433876	0.7253839928076575
ENSG00000000457	-0.9783237728279104	-8.213431199355622	-0.9783237728279104	0.7665683090362571
ENSG00000000460	0.3106262248272888	1.9861833444294692	0.3106262248272888	0.71904979028081
ENSG00000000938	0.2343794095784525	-0.025650523594327203	0.2343794095784525	0.6687479782035305
ENSG00000000971	0.7079995319401275	6.379235091935472	0.7079995319401275	0.9627720544650998
ENSG00000001036	1.0209161699786018	9.165527117013976	1.0209161699786018	0.8990152669945719
ENSG00000001084	-0.35692285840336	-3.5888867171366488	-0.35692285840336	0.5381060818262777
ENSG00000001167	-0.6898198535799526	-6.528137783302353	-0.6898198535799526	0.6474399329561669
ENSG00000001460	-0.32383914816685055	-3.12434494852813	-0.32383914816685055	0.430849755790473
ENSG00000001461	-0.2003371106793819	-1.0581071325240896	-0.2003371106793819	0.5029132073709834
ENSG00000001497	0.7059841207904944	6.945299978590184	0.7059841207904944	0.873520268481692
ENSG00000001561	-0.2553059743928498	-1.8003833633696296	-0.2553059743928498	0.4471900692803449
ENSG00000001617	0.05798705493478285	1.0411594979022016	0.05798705493478285	0.5489306231198631
ENSG00000001629	-0.33875275601747284	-2.0559941418003445	-0.33875275601747284	0.39196090604083456
ENSG00000001630	0.5957508776203925	4.933150921180454	0.5957508776203925	0.9734347414010275
ENSG00000001631	-0.14281484837687766	-0.7228307390881914	-0.14281484837687766	0.8710233064959159
ENSG00000002016	-0.5288186797088874	-5.412998156283431	-0.5288186797088874	0.638037156088706
ENSG00000002330	0.24093778374945127	3.0309768810701905	0.24093778374945127	0.795642460131307
ENSG00000002549	0.7504761434228638	7.099613144523805	0.7504761434228638	0.7843406046359955
ENSG00000002586	1.1212403142351546	10.005349427911943	1.1212403142351546	0.9474819576499167
ENSG00000002587	-0.8369778137455691	-10.762780842961211	-0.8369778137455691	1.423862248830437
ENSG00000002745	-0.05111309265075132	-2.598386252118908	-0.05111309265075132	0.8203608648808245
ENSG00000002746	-0.34816497841094624	-2.9273822797919578	-0.34816497841094624	0.62350372989927
ENSG00000002822	-0.11595968025938025	-1.3885178579633268	-0.11595968025938025	0.5199541050815967
ENSG00000002834	0.17794968229442124	2.674399198552181	0.17794968229442124	0.5860620957047178
ENSG00000002919	-0.2405284278445049	-2.7460222897459783	-0.2405284278445049	0.48906826756659677
ENSG00000003056	0.6081894669174476	4.607474665609384	0.6081894669174476	0.6718956626371503
ENSG00000003096	-0.04093752313938169	0.6758121470964357	-0.04093752313938169	0.4603174412631508
ENSG00000003137	-0.08989469940909516	-2.3972171164740437	-0.08989469940909516	0.6137853520923684
ENSG00000003147	0.39299497677291456	3.8053163138370443	0.39299497677291456	0.6285498300975125
ENSG00000003249	0.5214024362343044	3.798518180869918	0.5214024362343044	0.7038170663807273
ENSG00000003393	-0.1277543011641145	-1.87414716333891	-0.1277543011641145	0.35210449648557773
ENSG00000003400	-0.16418031624439913	-1.6582084447370367	-0.16418031624439913	0.3559004951288602
ENSG00000003402	0.015530185272747599	-0.2903849924284305	0.015530185272747599	0.46116098900196745
ENSG00000003436	0.448910949393802	4.429717854406231	0.448910949393802	0.6963788840025974
ENSG00000003509	-0.010071903395487171	-0.15310980458906773	-0.010071903395487171	0.7004674405695904
ENSG00000003756	-0.9952153785298172	-9.050532361917016	-0.9952153785298172	1.1477488458352965
ENSG00000003987	0.24072555579648564	1.8406577487859703	0.24072555579648564	0.41284203615076664
ENSG00000003989	-0.07646859565983093	-0.4095666246484398	-0.07646859565983093	0.32751962866488804
ENSG00000004059	1.1878958239523725	9.80573890344696	1.1878958239523725	0.8976040006011875
ENSG00000004139	0.13014195088014355	0.43855162873291764	0.13014195088014355	0.5410839349607667
ENSG00000004142	0.8122786753760223	7.093086277850921	0.8122786753760223	0.8135461594079106
ENSG00000004399	0.566644020807358	4.669777515933781	0.566644020807358	0.8330072539128318
ENSG00000004455	0.3008171583775585	4.4082632296331425	0.3008171583775585	1.116966445422699
ENSG00000004468	0.8044996682476134	6.838142702884749	0.8044996682476134	0.9946397662270862
ENSG00000004478	0.8669894606887185	7.034781267599989	0.8669894606887185	0.7725592030596906
ENSG00000004487	0.34522732343228324	3.4337652485915764	0.34522732343228324	0.5630939512726146
ENSG00000004534	-0.24711789238897464	-0.7351568948745248	-0.24711789238897464	1.0040325918668747
ENSG00000004660	-0.3280722717887318	-3.8837270188854753	-0.3280722717887318	0.6089602407070844
ENSG00000004700	0.7805370908633008	6.264081346080406	0.7805370908633008	0.9841252733513404
ENSG00000004766	0.002985101651665665	-0.29340691629923016	0.002985101651665665	0.2855071550623286
ENSG00000004777	0.2566498281293888	3.048286032273407	0.2566498281293888	0.9931940915728756
ENSG00000004779	0.9355700087554092	7.770134122769775	0.9355700087554092	0.8593542231127261
ENSG00000004799	-0.43574742330691313	-7.045348073276007	-0.43574742330691313	1.154118334776124
