gene_id	mean	pc1	bias_aware	gene_uncertainty
ENSMUSG00000000001	0.1920305722923208	1.172133198596633	0.1920305722923208	0.35629878155760997
ENSMUSG00000000028	-0.2405719652918745	-1.429673230782329	-0.2405719652918745	0.42667567371879084
ENSMUSG00000000031	1.3390316012553276	7.648910659877532	1.3390316012553276	0.8821288474811247
ENSMUSG00000000037	1.0991642718850019	5.447810927205558	1.0991642718850019	0.5173468286677101
ENSMUSG00000000056	-0.2221823350624861	-1.1942825589826953	-0.2221823350624861	0.611424531922939
ENSMUSG00000000058	0.2054663368977201	1.2936246539394742	0.2054663368977201	0.7492775872431595
ENSMUSG00000000078	-1.8144211965186718	-9.325722225103265	-1.8144211965186718	0.5702649913925687
ENSMUSG00000000085	-0.593696999399622	-3.37560193195384	-0.593696999399622	0.45314122963740666
ENSMUSG00000000088	0.9790996525631407	5.713899836925896	0.9790996525631407	0.78803538620158
ENSMUSG00000000093	-0.9013500714436952	-4.8826865523052305	-0.9013500714436952	0.9159859291811011
ENSMUSG00000000094	-0.4436481665594482	-2.478532866113434	-0.4436481665594482	0.8015542855622092
ENSMUSG00000000103	-0.2818465222471738	-1.256593262560678	-0.2818465222471738	0.5049834839270405
ENSMUSG00000000120	-0.44151149482140706	-3.639085000299075	-0.44151149482140706	1.5467947978911263
ENSMUSG00000000125	-0.4905114488929033	-2.0963214888294788	-0.4905114488929033	0.672390950919802
ENSMUSG00000000126	-0.3258753939938901	-1.7816286378538553	-0.3258753939938901	0.8791429723414446
ENSMUSG00000000127	0.14791975835852045	1.201621153770271	0.14791975835852045	0.47962694575958903
ENSMUSG00000000131	-0.2000246672790182	-1.1607391484948966	-0.2000246672790182	0.3427502543456195
ENSMUSG00000000134	-0.22986777950145554	-1.2485578820829648	-0.22986777950145554	0.3483281156546244
ENSMUSG00000000142	-1.089415462850212	-6.635484506567702	-1.089415462850212	1.105497747548479
ENSMUSG00000000148	-0.8399462962137576	-4.777773871777372	-0.8399462962137576	0.975657968731047
ENSMUSG00000000149	-0.007392922765916536	-0.31098320952370906	-0.007392922765916536	0.5602355526923382
ENSMUSG00000000154	0.7585146925447847	3.83556657848212	0.7585146925447847	0.6025800093318507
ENSMUSG00000000157	0.38856595300100555	1.4708984975635875	0.38856595300100555	0.7055319103267848
ENSMUSG00000000167	0.028944609370688688	0.8001064171296808	0.028944609370688688	0.8506031025044986
ENSMUSG00000000168	1.0287186001131197	5.212105587325963	1.0287186001131197	0.9425322253622384
ENSMUSG00000000171	0.8332376644702648	4.74480607990764	0.8332376644702648	0.9721782943213815
ENSMUSG00000000182	-0.023227922910888023	-0.24291723500378531	-0.023227922910888023	0.34658312945839276
ENSMUSG00000000183	0.014124143876754784	-0.0700171679025169	0.014124143876754784	0.7317509925005758
ENSMUSG00000000184	0.3745440418543542	1.2748135958502678	0.3745440418543542	0.553675951994629
ENSMUSG00000000194	0.1925437951433964	0.8978956865329872	0.1925437951433964	0.30538659406786667
